,name,clouds,dt,humidity,lat,lon,temp_max,temp_min
297,75,ZA,1553961600,83,-33.02,27.91,21.0,4.6
298,80,ZA,1553963202,24,-31.47,19.78,24.93,4.46
299,8,CN,1553963044,9,39.23,106.34,4.44,0.89
300,75,CL,1553963003,49,-33.44,-70.65,25.0,1.5
301,75,TT,1553962552,62,10.24,-61.45,30.0,7.2
302,75,TT,1553962552,62,10.24,-61.45,30.0,7.2
303,75,JP,1553963187,87,36.58,137.08,10.56,2.6
304,80,BR,1553963203,97,-2.92,-39.92,27.83,2.91
305,32,ID,1553963204,98,3.3,117.63,27.08,2.86
306,0,ZA,1553963087,28,-29.57,30.18,22.22,1.51
307,20,NO,1553961000,72,78.22,15.63,-9.0,2.6
308,90,SE,1553961000,86,59.83,12.54,8.0,3.6
309,75,PW,1553961000,88,7.04,134.26,25.0,5.01
310,0,ES,1553963194,63,38.18,-1.13,16.67,8.7
311,0,ES,1553963194,63,38.18,-1.13,16.67,8.7
312,20,NZ,1553963205,99,-42.72,170.96,15.98,2.96
313,20,PT,1553961600,63,33.08,-16.33,18.0,7.2
314,0,SO,1553963205,77,5.35,48.53,27.88,6.06
315,75,BN,1553959800,83,5.28,115.24,28.0,2.6
316,40,MU,1553963043,74,-20.34,57.76,27.0,1.91
317,75,GL,1553961000,73,68.82,-51.19,-4.0,4.1
318,0,RU,1553963206,48,67.65,134.64,-22.62,1.26
319,75,JP,1553963079,100,35.73,140.83,7.22,5.1
320,20,ET,1553963207,52,8.25,34.59,28.03,1.01
321,0,MN,1553963207,67,49.49,105.92,-7.57,1.26
322,20,MK,1553961600,13,41.28,20.71,16.0,4.1
323,20,MK,1553961600,13,41.28,20.71,16.0,4.1
324,90,US,1553963192,73,30.04,-94.42,24.0,2.6
325,64,RU,1553963208,74,54.72,135.31,-8.32,1.86
326,0,BO,1553963208,70,-18.83,-63.47,26.53,1.21
327,0,BO,1553963208,70,-18.83,-63.47,26.53,1.21
328,12,ET,1553963208,79,6.99,35.58,22.23,0.91
329,0,MN,1553963208,68,47.25,107.54,-12.17,1.96
330,0,MN,1553963208,68,47.25,107.54,-12.17,1.96
331,1,US,1553963106,93,40.8,-124.16,10.56,1.76
332,88,MX,1553963209,92,27.97,-114.04,15.38,2.96
333,88,MX,1553963209,92,27.97,-114.04,15.38,2.96
334,0,ZA,1553963210,27,-27.76,29.92,26.53,2.31
335,40,GR,1553962999,50,39.45,22.34,15.0,5.1
336,75,GB,1553963165,93,54.91,-1.38,13.0,5.7
337,32,UY,1553963211,92,-33.69,-53.46,24.58,3.11
338,88,NO,1553963163,81,59.65,6.35,6.67,0.89
339,32,RU,1553959800,48,43.76,44.23,8.0,1.51
340,92,RU,1553963211,91,57.58,83.76,1.63,4.16
341,88,CA,1553963212,65,49.69,-83.67,-10.82,4.26
342,32,AR,1553963212,88,-22.73,-64.34,24.53,1.01
343,0,AU,1553963161,72,-37.88,147.99,10.56,0.45
344,0,CH,1553963134,48,46.32,7.99,18.33,5.7
345,24,RU,1553958000,33,62.21,34.27,7.0,7.0
346,88,CN,1553963213,47,46.32,132.2,-2.57,2.46
347,88,NO,1553963213,100,70.86,29.09,0.78,7.61
348,40,ZA,1553961600,77,-33.4,25.44,20.0,7.2
349,1,CA,1553961600,48,53.65,-115.58,6.0,2.6
350,0,BF,1553963213,24,12.18,-4.08,40.78,2.71
351,0,BF,1553963213,24,12.18,-4.08,40.78,2.71
352,48,KH,1553963214,88,13.59,102.97,24.23,0.86
353,75,BR,1553961600,61,-21.64,-41.05,27.0,2.6
354,0,RU,1553958000,63,53.19,158.38,-3.0,3.0
355,92,CO,1553963214,99,2.89,-72.13,23.53,2.01
356,1,US,1553963200,49,34.88,-76.9,24.44,6.2
357,75,CA,1553963011,48,50.2,-66.38,-4.44,3.1
358,12,UG,1553963215,56,0.3,32.05,27.98,1.06
359,0,RU,1553959800,53,47.27,39.86,10.0,5.0
360,0,GB,1553962945,51,51.82,-0.81,18.89,1.0
361,0,PT,1553963107,52,37.14,-8.45,22.22,4.6
362,0,PT,1553963107,52,37.14,-8.45,22.22,4.6
363,88,RU,1553963216,83,63.91,38.09,1.18,8.26
364,88,NO,1553961000,51,62.57,11.38,3.0,3.1
365,5,MX,1553960400,45,16.38,-93.6,29.0,1.5
366,1,US,1553962896,16,34.47,-114.34,20.0,3.1
367,8,PK,1553963216,25,24.48,68.99,30.03,2.11
368,8,PK,1553963216,25,24.48,68.99,30.03,2.11
369,8,PK,1553963216,25,24.48,68.99,30.03,2.11
370,40,HN,1553961600,58,15.0,-83.23,28.0,1.91
371,75,GL,1553961000,64,60.91,-46.05,2.0,3.1
372,0,CR,1553961600,41,10.15,-85.45,33.0,1.5
373,36,KE,1553963217,29,-0.46,39.64,36.68,3.11
374,0,CN,1553963217,69,40.29,97.04,0.73,2.41
375,20,MG,1553961600,88,-15.72,46.32,28.0,2.1
376,36,VU,1553958000,88,-19.55,169.27,23.0,1.5
377,0,BR,1553963218,67,-20.25,-47.48,26.93,3.51
378,0,NZ,1553963081,95,-45.87,170.5,14.44,1.51
379,48,RU,1553963218,91,57.46,48.54,1.78,5.61
380,48,RU,1553963218,91,57.46,48.54,1.78,5.61
381,48,RU,1553963218,91,57.46,48.54,1.78,5.61
382,44,PH,1553963218,94,12.18,125.51,24.93,3.66
383,20,IN,1553960355,74,10.77,75.93,29.0,2.1
384,75,IE,1553961600,58,51.89,-8.4,12.0,1.5
385,20,MY,1553963219,98,5.02,118.33,24.28,1.66
386,40,AU,1553960460,94,-23.13,150.74,24.0,2.6
387,64,MG,1553963219,89,-14.9,50.28,27.48,2.61
388,1,US,1553962865,86,45.22,-112.64,1.11,1.06
389,12,PL,1553963122,61,53.8,17.98,16.67,5.81
390,12,GA,1553963220,99,-1.57,9.26,29.23,3.41
391,0,AU,1553962898,66,-35.71,150.18,10.0,5.61
392,20,CA,1553958000,41,50.23,-63.6,-6.0,3.1
393,0,AR,1553963220,41,-43.3,-65.11,22.38,2.86
394,92,RU,1553963221,87,65.8,87.96,0.23,8.76
395,20,PL,1553963221,71,54.46,17.03,10.53,5.71
396,76,RU,1553963221,81,55.82,88.58,5.83,6.46
397,76,RU,1553963221,81,55.82,88.58,5.83,6.46
398,24,CA,1553963221,79,54.23,-125.76,-4.77,0.96
399,0,NZ,1553963210,93,-43.53,172.64,16.11,5.7
400,64,CN,1553963222,51,49.28,120.73,-9.82,1.66
401,0,AU,1553963106,50,-34.58,150.85,13.33,7.7
402,90,CA,1553958000,56,66.15,-65.72,-10.0,7.7
403,44,ML,1553963222,43,22.68,-3.98,28.83,7.81
404,90,CA,1553962882,58,49.19,-98.1,-1.67,4.1
405,68,TH,1553958000,70,15.24,105.23,29.0,1.5
406,75,PE,1553958000,62,-14.91,-69.87,12.0,0.5
407,0,ML,1553963223,24,13.3,-4.9,41.03,2.21
408,0,AR,1553961600,32,-41.13,-71.31,19.0,2.1
409,75,NO,1553962570,93,62.91,6.91,2.0,6.7
410,0,NE,1553963224,14,18.69,12.92,35.53,6.46
411,92,PG,1553963224,97,-6.29,145.87,18.03,0.71
412,75,CY,1553962601,77,35.04,32.42,15.0,3.1
413,32,TZ,1553963224,74,-5.18,38.79,30.03,4.46
414,0,ZW,1553963224,28,-17.36,30.19,29.68,3.86
415,64,NA,1553961726,30,-22.95,14.51,30.0,7.2
416,0,ZA,1553963225,31,-27.43,29.16,24.98,1.16
417,64,GM,1553963225,33,13.57,-15.6,33.28,7.36
418,20,ES,1553963035,76,43.27,-7.54,18.89,4.1
419,90,MA,1553961600,82,35.17,-2.93,16.0,4.1
420,56,US,1553963217,60,33.83,-87.28,23.33,3.01
421,0,KZ,1553959800,82,52.04,76.93,0.0,4.0
422,1,US,1553962945,80,61.22,-149.89,0.0,3.1
423,20,BR,1553963226,100,-8.26,-49.26,28.53,2.06
424,20,BR,1553963226,100,-8.26,-49.26,28.53,2.06
425,92,AU,1553963226,91,-34.72,135.86,17.18,6.91
426,75,MY,1553958000,83,5.84,118.12,27.0,1.5
427,0,ZA,1553963227,75,-34.0,24.73,18.73,3.86
428,8,PA,1553963227,98,9.44,-78.59,27.03,6.26
429,8,PA,1553963227,98,9.44,-78.59,27.03,6.26
430,75,CL,1553958000,77,-41.87,-73.83,16.0,3.1
431,100,BR,1553963228,100,-0.61,-47.36,24.98,4.36
432,100,BR,1553963228,100,-0.61,-47.36,24.98,4.36
433,100,BR,1553963228,100,-0.61,-47.36,24.98,4.36
434,76,CO,1553963228,95,8.5,-73.35,21.43,1.01
435,76,CO,1553963228,95,8.5,-73.35,21.43,1.01
436,0,RU,1553963228,81,52.73,58.89,-2.32,5.56
437,40,OM,1553961000,78,17.01,54.1,27.0,2.1
438,88,RU,1553963229,84,59.44,112.57,-3.82,1.16
439,8,BO,1553963229,76,-14.86,-66.75,28.48,0.71
440,12,VE,1553963230,64,11.69,-70.21,29.53,6.01
441,80,RU,1553963230,94,66.0,57.56,0.38,5.36
442,68,VE,1553963037,70,10.21,-67.56,27.58,1.01
443,20,PE,1553963231,52,-10.67,-76.77,12.73,1.11
444,90,US,1553962696,86,38.4,-96.18,4.0,8.2
445,40,SA,1553961600,34,17.54,44.22,28.0,6.2
446,48,KZ,1553963232,66,47.65,53.35,6.08,1.91
447,64,RU,1553963233,50,58.38,97.46,1.73,3.91
448,36,BR,1553963089,47,-21.2,-42.61,28.89,1.34
449,90,US,1553963176,73,29.7,-91.21,25.56,7.2
450,90,US,1553963176,73,29.7,-91.21,25.56,7.2
451,12,BR,1553963234,100,-3.28,-39.27,27.43,1.91
452,40,RU,1553959800,86,53.6,91.39,5.0,3.0
453,0,ZM,1553963235,33,-13.55,23.12,30.58,5.41
454,12,MN,1553963235,51,46.68,113.28,-10.07,3.01
455,64,PH,1553963236,99,15.44,119.9,24.23,1.96
456,92,GF,1553963236,90,5.38,-52.96,27.73,4.86
457,48,SB,1553963236,100,-9.43,159.96,22.48,1.21
458,48,SB,1553963236,100,-9.43,159.96,22.48,1.21
459,12,GB,1553963226,62,51.59,-3.0,17.22,1.5
460,75,GF,1553959800,62,4.94,-52.33,31.0,5.1
461,44,BR,1553963237,86,-1.71,-47.89,28.18,1.61
462,0,CL,1553958000,58,-45.58,-72.07,13.0,12.9
463,0,AE,1553961600,28,24.47,54.37,29.0,3.1
464,12,RU,1553963238,68,60.06,71.48,1.43,5.46
465,44,CN,1553963238,85,43.3,128.5,-5.02,2.01
466,8,PY,1553963238,61,-26.98,-56.83,30.88,2.31
467,8,PY,1553963238,61,-26.98,-56.83,30.88,2.31
468,36,ID,1553963239,100,-0.92,100.36,26.63,2.76
469,75,CY,1553963156,93,34.88,33.59,16.0,3.6
470,0,DE,1553963225,69,48.31,10.61,18.33,1.5
471,75,JP,1553962695,70,35.55,133.23,9.0,8.2
472,20,IN,1553963242,39,17.7,74.16,27.33,3.91
473,20,IN,1553963242,39,17.7,74.16,27.33,3.91
474,76,GH,1553963242,100,4.87,-2.24,26.18,6.36
475,75,AU,1553963190,67,-34.85,139.16,17.0,7.2
476,0,NZ,1553963235,76,-46.28,169.85,13.89,1.79
477,40,CO,1553962595,70,10.74,-74.98,30.56,4.1
478,0,AF,1553963243,50,32.93,66.63,1.78,0.66
479,0,RU,1553963243,56,51.98,116.59,-9.42,2.11
480,92,CO,1553963243,99,-0.19,-74.78,23.58,1.41
481,40,KY,1553961603,62,19.28,-81.25,29.0,5.7
482,80,SA,1553963244,63,25.02,37.27,25.53,5.31
483,80,SA,1553963244,63,25.02,37.27,25.53,5.31
484,0,AU,1553959800,45,-20.73,139.49,20.0,6.2
485,90,RU,1553963120,86,56.73,85.44,3.0,5.0
486,90,RU,1553963120,86,56.73,85.44,3.0,5.0
487,90,RU,1553963120,86,56.73,85.44,3.0,5.0
488,75,TR,1553961000,86,39.91,41.27,-1.0,4.6
489,1,US,1553963117,85,64.86,-147.8,-3.33,2.1
490,1,US,1553962924,92,60.55,-151.26,0.56,1.5
491,0,KE,1553961600,39,1.75,40.07,35.0,1.5
492,0,KE,1553961600,39,1.75,40.07,35.0,1.5
493,20,MZ,1553961600,78,-23.86,35.35,27.0,4.1
494,88,RU,1553963245,89,46.45,135.83,-6.57,0.81
495,48,ID,1553963245,96,-7.14,111.59,22.43,1.31
496,88,RU,1553963246,93,67.67,53.09,-1.82,5.61
497,64,RU,1553963246,87,59.95,56.29,1.13,6.31
498,0,BR,1553963246,62,-16.46,-54.64,32.53,2.41
499,0,RU,1553963246,64,65.95,111.51,-11.07,2.26
500,0,RU,1553963246,64,65.95,111.51,-11.07,2.26
501,40,RU,1553959800,68,51.72,108.27,-4.0,1.21
502,0,LY,1553963247,66,32.06,12.53,13.58,3.66
503,92,RU,1553963247,96,58.71,81.5,2.23,3.26
504,90,US,1553963091,74,46.81,-100.78,0.0,3.1
505,90,US,1553963091,74,46.81,-100.78,0.0,3.1
506,36,RU,1553963247,75,59.08,159.95,-11.82,0.96
507,80,AU,1553963248,98,-20.07,146.27,21.23,1.81
508,36,ID,1553962950,100,4.14,96.13,26.98,0.71
509,75,JP,1553963209,93,35.76,139.74,10.0,4.6
510,20,CR,1553962674,60,9.52,-84.33,27.78,5.7
511,20,CR,1553962674,60,9.52,-84.33,27.78,5.7
512,20,CR,1553962674,60,9.52,-84.33,27.78,5.7
513,90,CA,1553961060,73,55.1,-105.3,-4.0,2.1
514,76,RU,1553963249,90,63.05,179.32,1.43,10.66
515,76,RU,1553963249,63,63.46,48.9,0.03,4.71
516,75,CA,1553958000,92,54.78,-127.17,-4.0,1.0
517,90,CA,1553961600,48,50.1,-91.92,-8.0,3.6
518,64,CI,1553963250,100,4.42,-7.36,26.78,3.31
519,0,SO,1553963250,23,4.12,43.89,33.93,4.76
520,48,PG,1553963250,94,-3.15,142.36,27.43,4.46
521,1,US,1553963238,56,30.16,-85.65,25.0,4.6
522,90,KR,1553962200,80,37.57,126.98,5.0,1.5
523,0,FR,1553963228,25,48.56,3.3,20.56,3.6
524,76,RU,1553963251,75,63.19,64.42,2.08,5.96
525,88,MX,1553963251,51,26.09,-106.96,12.03,0.86
526,20,SE,1553961000,58,67.86,20.23,-2.0,6.7
527,20,AI,1553962602,54,18.22,-63.06,29.0,3.6
528,0,RU,1553963251,60,62.65,135.58,-17.27,0.76
529,1,US,1553963214,64,47.5,-111.29,6.11,6.2
530,0,RU,1553963252,67,59.7,150.17,-9.37,3.96
531,0,RU,1553963252,67,59.7,150.17,-9.37,3.96
532,64,TR,1553963252,70,38.4,33.41,7.83,7.61
533,80,RU,1553963252,94,67.47,78.7,-0.42,5.71
534,0,IN,1553963253,21,20.71,70.98,32.23,5.26
535,0,IN,1553963253,21,20.71,70.98,32.23,5.26
536,0,BW,1553963253,12,-24.51,23.93,34.68,2.11
537,75,CO,1553958000,82,5.13,-74.16,16.0,2.6
538,90,US,1553963135,82,30.3,-99.24,18.33,8.7
539,75,BR,1553961600,94,-3.2,-52.21,26.0,1.5
540,0,RU,1553963254,75,61.28,108.01,-7.92,1.16
541,88,MX,1553963237,38,30.73,-112.95,22.22,1.34
542,92,BR,1553963098,100,-6.64,-51.99,21.73,1.21
543,92,BR,1553963098,100,-6.64,-51.99,21.73,1.21
544,0,ML,1553963254,16,18.44,1.41,39.18,4.61
545,90,US,1553963254,59,39.62,-77.74,21.11,4.1
546,90,US,1553963254,59,39.62,-77.74,21.11,4.1
547,40,ID,1553959800,88,1.44,125.19,26.0,1.5
548,20,AO,1553961600,74,-8.83,13.24,29.0,3.6
549,20,AO,1553961600,74,-8.83,13.24,29.0,3.6
550,75,CA,1553962543,59,45.9,-64.37,3.89,4.6
551,8,AO,1553962989,73,-6.13,12.37,30.68,3.66
552,12,IN,1553963256,73,34.16,77.58,-11.07,1.31
553,12,IN,1553963256,73,34.16,77.58,-11.07,1.31
554,0,SA,1553961600,52,18.39,42.45,21.0,7.2
555,20,CA,1553963116,60,52.02,-113.95,7.22,1.5
556,0,BS,1553963256,100,26.54,-77.06,22.73,6.61
557,40,RU,1553959800,64,53.25,50.49,1.0,11.0
558,88,NO,1553961000,100,71.0,24.66,-1.0,11.8
559,48,GB,1553961000,65,60.4,-1.35,5.0,11.3
560,8,LK,1553963257,88,7.35,80.68,22.38,1.51
561,0,FR,1553963225,32,48.95,4.24,20.56,4.1
562,0,CL,1553961600,60,-20.22,-70.14,23.0,5.7
563,0,CL,1553961600,60,-20.22,-70.14,23.0,5.7
564,90,MX,1553960520,46,27.52,-110.01,21.0,1.5
565,20,SA,1553961600,20,24.63,46.72,29.0,6.2
566,20,CA,1553963199,56,53.36,-113.73,6.11,6.7
567,0,SO,1553963259,29,8.41,48.48,32.03,5.61
568,75,CO,1553958000,83,-3.77,-70.38,28.0,1.5
569,44,RU,1553958000,63,53.05,158.65,-3.0,3.0
570,0,RU,1553962850,70,44.87,38.16,10.0,4.0
571,12,IN,1553960022,74,12.63,80.17,30.0,5.1
572,12,IN,1553960022,74,12.63,80.17,30.0,5.1
573,12,BY,1553963260,56,52.05,29.27,13.88,5.81
574,56,RU,1553963260,82,63.29,118.35,-6.72,1.11
575,0,FR,1553962925,45,48.11,-1.68,20.0,5.1
576,20,TO,1553961600,100,-18.65,-173.98,22.0,4.21
577,75,IS,1553961600,100,63.84,-22.43,0.0,7.7
578,64,TZ,1553963261,78,-6.34,31.07,24.53,1.66
579,75,PT,1553962622,87,38.73,-27.07,16.67,5.71
580,0,ZA,1553963261,61,-28.77,32.06,28.83,3.76
581,75,CO,1553958000,78,2.89,-75.43,26.0,2.6
582,40,BB,1553958000,66,13.22,-59.52,29.0,7.2
583,80,ID,1553963032,92,0.54,123.06,23.38,1.06
584,8,PH,1553963075,95,15.79,120.99,21.28,0.71
585,0,IR,1553963263,79,25.29,60.65,25.93,5.16
586,0,BR,1553962943,61,-27.6,-48.55,28.33,5.7
587,5,CA,1553958000,80,55.21,-119.43,-1.0,1.5
588,5,CA,1553958000,80,55.21,-119.43,-1.0,1.5
589,75,AU,1553963089,59,-32.49,137.76,16.0,5.7
590,88,NO,1553962842,92,61.84,6.81,3.33,0.89
591,0,SO,1553963264,100,9.49,50.81,26.83,3.26
592,0,SO,1553963264,100,9.49,50.81,26.83,3.26
593,0,TZ,1553963264,100,-4.97,39.83,29.68,5.16
594,40,LR,1553961600,59,5.88,-10.05,34.0,5.1
595,68,PG,1553963264,99,-2.02,147.27,28.18,3.26
596,0,RU,1553963264,33,64.57,143.24,-24.27,0.86
597,0,CN,1553963265,93,19.91,109.69,24.03,3.81
598,20,US,1553963106,55,43.97,-111.68,3.0,3.6
599,0,PH,1553963265,97,4.8,119.85,28.18,4.46
600,0,SO,1553963265,96,2.04,45.34,29.03,7.26
601,75,IR,1553961600,71,33.48,48.35,11.0,4.1
602,76,GY,1553963266,79,8.2,-59.78,27.73,3.21
603,90,RU,1553959800,93,54.66,86.17,3.0,7.0
604,90,US,1553962811,62,31.46,-100.44,12.78,8.7
605,12,ID,1553963266,84,-5.11,105.31,27.18,4.16
606,0,CN,1553958000,66,30.35,114.31,12.0,4.0
607,8,CM,1553963267,65,4.68,12.37,31.38,1.96
608,92,IN,1553963267,60,28.06,95.33,20.23,0.61
609,92,PG,1553963267,98,-6.12,141.3,22.18,1.26
610,0,CN,1553963267,44,42.84,93.51,9.93,4.56
611,40,MX,1553962818,58,20.21,-87.46,28.0,6.2
612,56,ID,1553963268,100,-4.94,122.53,26.13,1.61
613,40,GA,1553961600,89,-0.72,8.78,29.0,4.1
